travel_destination_name,stay_date,average_occupancy
Boca Raton (Florida) (US),2023-02-06,0.8474005381767756
Boca Raton (Florida) (US),2023-02-07,0.8662001877250127
Boca Raton (Florida) (US),2023-02-08,0.8976424469707852
Boca Raton (Florida) (US),2023-02-09,0.8999627208338942
Boca Raton (Florida) (US),2023-02-10,0.8267136981814527
Boca Raton (Florida) (US),2023-02-11,0.8248256579053628
Boca Raton (Florida) (US),2023-02-12,0.6791088137859733
Boca Raton (Florida) (US),2023-02-13,0.7607217062682728
Boca Raton (Florida) (US),2023-02-14,0.8601509424917692
Boca Raton (Florida) (US),2023-02-15,0.9502611502603866
Boca Raton (Florida) (US),2023-02-16,0.9552921890248095
Boca Raton (Florida) (US),2023-02-17,0.9640206421873795
Boca Raton (Florida) (US),2023-02-18,0.9704818478485182
Boca Raton (Florida) (US),2023-02-19,0.8781602014603277
Boca Raton (Florida) (US),2023-02-20,0.9148040862082335
Boca Raton (Florida) (US),2023-02-21,0.9586088576067109
Boca Raton (Florida) (US),2023-02-22,0.972556200385175
Boca Raton (Florida) (US),2023-02-23,0.9550297214214934
Boca Raton (Florida) (US),2023-02-24,0.9409412277010463
Boca Raton (Florida) (US),2023-02-25,0.9632770579833683
Boca Raton (Florida) (US),2023-02-26,0.7862632058457633
Boca Raton (Florida) (US),2023-02-27,0.8294371088996254
Boca Raton (Florida) (US),2023-02-28,0.8773631160202158
Boca Raton (Florida) (US),2023-03-01,0.8923819716371127
Boca Raton (Florida) (US),2023-03-02,0.8349753651240238
Boca Raton (Florida) (US),2023-03-03,0.8636395814130104
Boca Raton (Florida) (US),2023-03-04,0.9402988746502148
Boca Raton (Florida) (US),2023-03-05,0.6893308926087702
Boca Raton (Florida) (US),2023-03-06,0.822422811077816
Boca Raton (Florida) (US),2023-03-07,0.8901741131869187
Boca Raton (Florida) (US),2023-03-08,0.9019007940538476
Boca Raton (Florida) (US),2023-03-09,0.8539244757748538
Boca Raton (Florida) (US),2023-03-10,0.8894332238260104
Boca Raton (Florida) (US),2023-03-11,0.9615275624721166
Boca Raton (Florida) (US),2023-03-12,0.8133495512365023
Boca Raton (Florida) (US),2023-03-13,0.9082223218836044
Boca Raton (Florida) (US),2023-03-14,0.9547231600052176
Boca Raton (Florida) (US),2023-03-15,0.9564749035420242
Boca Raton (Florida) (US),2023-03-16,0.9166958694854535
Boca Raton (Florida) (US),2023-03-17,0.9128232158007962
Boca Raton (Florida) (US),2023-03-18,0.8675674136805418
Boca Raton (Florida) (US),2023-03-19,0.650126895925475
Boca Raton (Florida) (US),2023-03-20,0.7149362182045931
Boca Raton (Florida) (US),2023-03-21,0.8004369582701409
Boca Raton (Florida) (US),2023-03-22,0.8449857704526567
Boca Raton (Florida) (US),2023-03-23,0.9028350599275446
Boca Raton (Florida) (US),2023-03-24,0.9051785166104409
Boca Raton (Florida) (US),2023-03-25,0.9202620635936541
Boca Raton (Florida) (US),2023-03-26,0.686582944788465
Boca Raton (Florida) (US),2023-03-27,0.7758411247508841
Boca Raton (Florida) (US),2023-03-28,0.816793251998592
Boca Raton (Florida) (US),2023-03-29,0.7671028430931345
Boca Raton (Florida) (US),2023-03-30,0.57842617121262
Boca Raton (Florida) (US),2023-03-31,0.6348380246888946
Boca Raton (Florida) (US),2023-04-01,0.6563537341235326
Boca Raton (Florida) (US),2023-04-02,0.48107164886005926
Boca Raton (Florida) (US),2023-04-03,0.5766718178652019
Boca Raton (Florida) (US),2023-04-04,0.6203165329091151
Boca Raton (Florida) (US),2023-04-05,0.5918464648718873
Boca Raton (Florida) (US),2023-04-06,0.5505274376643564
Boca Raton (Florida) (US),2023-04-07,0.5754240949144144
Boca Raton (Florida) (US),2023-04-08,0.5886641747854875
Boca Raton (Florida) (US),2023-04-09,0.43572962524369424
Boca Raton (Florida) (US),2023-04-10,0.5674023923730855
Boca Raton (Florida) (US),2023-04-11,0.6089299209838794
Boca Raton (Florida) (US),2023-04-12,0.6067789541667331
Boca Raton (Florida) (US),2023-04-13,0.6674059960473447
Boca Raton (Florida) (US),2023-04-14,0.7265945813955228
Boca Raton (Florida) (US),2023-04-15,0.7439509570516488
Boca Raton (Florida) (US),2023-04-16,0.5197640140252032
Boca Raton (Florida) (US),2023-04-17,0.6221123260738625
Boca Raton (Florida) (US),2023-04-18,0.6882331540005595
Boca Raton (Florida) (US),2023-04-19,0.6657137883612241
Boca Raton (Florida) (US),2023-04-20,0.6546477936111433
Boca Raton (Florida) (US),2023-04-21,0.7202896343253165
Boca Raton (Florida) (US),2023-04-22,0.6923275649606633
Boca Raton (Florida) (US),2023-04-23,0.4830472018181326
Boca Raton (Florida) (US),2023-04-24,0.5829433684778217
Boca Raton (Florida) (US),2023-04-25,0.6155170642604477
Boca Raton (Florida) (US),2023-04-26,0.6329545514477659
Boca Raton (Florida) (US),2023-04-27,0.603658325769743
Boca Raton (Florida) (US),2023-04-28,0.6723950286164736
Boca Raton (Florida) (US),2023-04-29,0.7204602710339709
Boca Raton (Florida) (US),2023-04-30,0.4740239112766639
Boca Raton (Florida) (US),2023-05-01,0.5265280498676617
Boca Raton (Florida) (US),2023-05-02,0.6037847388976139
Boca Raton (Florida) (US),2023-05-03,0.7058330589175342
Boca Raton (Florida) (US),2023-05-04,0.7318422678183402
Boca Raton (Florida) (US),2023-05-05,0.8010437289820341
Boca Raton (Florida) (US),2023-05-06,0.8015629828717512
Boca Raton (Florida) (US),2023-05-07,0.46976262112277767
Boca Raton (Florida) (US),2023-05-08,0.5655832374880987
Boca Raton (Florida) (US),2023-05-09,0.6434546219600755
Boca Raton (Florida) (US),2023-05-10,0.6288369123863378
Boca Raton (Florida) (US),2023-05-11,0.5633376961298369
Boca Raton (Florida) (US),2023-05-12,0.6075370952810809
Boca Raton (Florida) (US),2023-05-13,0.6783445172006904
Boca Raton (Florida) (US),2023-05-14,0.434050465746316
Boca Raton (Florida) (US),2023-05-15,0.5674219196383494
Boca Raton (Florida) (US),2023-05-16,0.6286898311264881
Boca Raton (Florida) (US),2023-05-17,0.6338920355817395
Boca Raton (Florida) (US),2023-05-18,0.6220846156127536
Boca Raton (Florida) (US),2023-05-19,0.7304261367729046
Boca Raton (Florida) (US),2023-05-20,0.7477108679253525
Boca Raton (Florida) (US),2023-05-21,0.4973053379218563
Boca Raton (Florida) (US),2023-05-22,0.5456332453835016
Boca Raton (Florida) (US),2023-05-23,0.5595860268964387
Boca Raton (Florida) (US),2023-05-24,0.506067244529649
Boca Raton (Florida) (US),2023-05-25,0.4608450289317878
Boca Raton (Florida) (US),2023-05-26,0.5713310900799996
Boca Raton (Florida) (US),2023-05-27,0.7225357121819647
Boca Raton (Florida) (US),2023-05-28,0.5482652235418684
Boca Raton (Florida) (US),2023-05-29,0.35799982122506246
Boca Raton (Florida) (US),2023-05-30,0.44303042754036515
Boca Raton (Florida) (US),2023-05-31,0.47607597637519145
Boca Raton (Florida) (US),2023-06-01,0.49066240935325645
Boca Raton (Florida) (US),2023-06-02,0.5214304680538414
Boca Raton (Florida) (US),2023-06-03,0.5682737980762129
Boca Raton (Florida) (US),2023-06-04,0.4502467237755787
Boca Raton (Florida) (US),2023-06-05,0.5209522227063383
Boca Raton (Florida) (US),2023-06-06,0.5427978545606877
Boca Raton (Florida) (US),2023-06-07,0.5645486865605783
Boca Raton (Florida) (US),2023-06-08,0.5511853790886544
Boca Raton (Florida) (US),2023-06-09,0.5819191703994541
Boca Raton (Florida) (US),2023-06-10,0.6396796329546603
Boca Raton (Florida) (US),2023-06-11,0.44882853988497234
Boca Raton (Florida) (US),2023-06-12,0.5364188642349204
Boca Raton (Florida) (US),2023-06-13,0.5746607041240063
Boca Raton (Florida) (US),2023-06-14,0.5552002498570268
Boca Raton (Florida) (US),2023-06-15,0.5352478347180806
Boca Raton (Florida) (US),2023-06-16,0.6309672136712364
Boca Raton (Florida) (US),2023-06-17,0.685626505535088
Boca Raton (Florida) (US),2023-06-18,0.4824875165685666
Boca Raton (Florida) (US),2023-06-19,0.5249561055071277
Boca Raton (Florida) (US),2023-06-20,0.6210265321732473
Boca Raton (Florida) (US),2023-06-21,0.6672354521962531
Boca Raton (Florida) (US),2023-06-22,0.6672427068272813
Boca Raton (Florida) (US),2023-06-23,0.7108712228456052
Boca Raton (Florida) (US),2023-06-24,0.7192856349678469
Boca Raton (Florida) (US),2023-06-25,0.5302267394198042
Boca Raton (Florida) (US),2023-06-26,0.5705071031259605
Boca Raton (Florida) (US),2023-06-27,0.6563312123835482
Boca Raton (Florida) (US),2023-06-28,0.6706316572292971
Boca Raton (Florida) (US),2023-06-29,0.6485912897199143
Boca Raton (Florida) (US),2023-06-30,0.7106898057250229
Boca Raton (Florida) (US),2023-07-01,0.7195441885088418
Boca Raton (Florida) (US),2023-07-02,0.5545748074957876
Boca Raton (Florida) (US),2023-07-03,0.5200652942422194
Boca Raton (Florida) (US),2023-07-04,0.5140224244330991
Boca Raton (Florida) (US),2023-07-05,0.518897718002558
Boca Raton (Florida) (US),2023-07-06,0.5796257539640322
Boca Raton (Florida) (US),2023-07-07,0.6761494245654036
Boca Raton (Florida) (US),2023-07-08,0.7203932139905873
Boca Raton (Florida) (US),2023-07-09,0.5602596504262414
Boca Raton (Florida) (US),2023-07-10,0.6834226361066043
Boca Raton (Florida) (US),2023-07-11,0.7324121493216685
Boca Raton (Florida) (US),2023-07-12,0.7237493054921281
Boca Raton (Florida) (US),2023-07-13,0.685413479420355
Boca Raton (Florida) (US),2023-07-14,0.7482221384566312
Boca Raton (Florida) (US),2023-07-15,0.796502753052857
Boca Raton (Florida) (US),2023-07-16,0.5801560041273689
Boca Raton (Florida) (US),2023-07-17,0.6907696975642614
Boca Raton (Florida) (US),2023-07-18,0.751182328023871
Boca Raton (Florida) (US),2023-07-19,0.7926520746176735
Boca Raton (Florida) (US),2023-07-20,0.7347596853407686
Boca Raton (Florida) (US),2023-07-21,0.8112418834940945
Boca Raton (Florida) (US),2023-07-22,0.8403999963251328
Boca Raton (Florida) (US),2023-07-23,0.598694576606717
Boca Raton (Florida) (US),2023-07-24,0.6346012974568818
Boca Raton (Florida) (US),2023-07-25,0.7205572638829085
Boca Raton (Florida) (US),2023-07-26,0.749797476465988
Boca Raton (Florida) (US),2023-07-27,0.6764096672020442
Boca Raton (Florida) (US),2023-07-28,0.7609951329788817
Boca Raton (Florida) (US),2023-07-29,0.8457960436599224
Boca Raton (Florida) (US),2023-07-30,0.5367337925025032
Boca Raton (Florida) (US),2023-07-31,0.6098547003280379
Boca Raton (Florida) (US),2023-08-01,0.6211058442607656
Boca Raton (Florida) (US),2023-08-02,0.6677045566658474
Boca Raton (Florida) (US),2023-08-03,0.6650295183810851
Boca Raton (Florida) (US),2023-08-04,0.7211659797179353
Boca Raton (Florida) (US),2023-08-05,0.767544717633005
Boca Raton (Florida) (US),2023-08-06,0.525064321021016
Boca Raton (Florida) (US),2023-08-07,0.6043913911056533
Boca Raton (Florida) (US),2023-08-08,0.6532097318588552
Boca Raton (Florida) (US),2023-08-09,0.65309385547864
Boca Raton (Florida) (US),2023-08-10,0.5953985449594503
Boca Raton (Florida) (US),2023-08-11,0.6685338180280778
Boca Raton (Florida) (US),2023-08-12,0.7248827152498731
Boca Raton (Florida) (US),2023-08-13,0.5227256175287792
Boca Raton (Florida) (US),2023-08-14,0.6659339184595368
Boca Raton (Florida) (US),2023-08-15,0.798563081030151
Boca Raton (Florida) (US),2023-08-16,0.8369302918874467
Boca Raton (Florida) (US),2023-08-17,0.7910573858522133
Boca Raton (Florida) (US),2023-08-18,0.7535807229855911
Boca Raton (Florida) (US),2023-08-19,0.7917836437889134
Boca Raton (Florida) (US),2023-08-20,0.5611892414728084
Boca Raton (Florida) (US),2023-08-21,0.6633280941287535
Boca Raton (Florida) (US),2023-08-22,0.7397037719380974
Boca Raton (Florida) (US),2023-08-23,0.731924921703563
Boca Raton (Florida) (US),2023-08-24,0.6944068600581806
Boca Raton (Florida) (US),2023-08-25,0.7366296720364681
Boca Raton (Florida) (US),2023-08-26,0.7074292874227299
Boca Raton (Florida) (US),2023-08-27,0.4657569006085472
Boca Raton (Florida) (US),2023-08-28,0.5532356574341257
Boca Raton (Florida) (US),2023-08-29,0.6078836614321552
Boca Raton (Florida) (US),2023-08-30,0.5707149924933168
Boca Raton (Florida) (US),2023-08-31,0.5293616506896347
Boca Raton (Florida) (US),2023-09-01,0.6952082737472808
Boca Raton (Florida) (US),2023-09-02,0.8276764604197393
Boca Raton (Florida) (US),2023-09-03,0.6295748596464897
Boca Raton (Florida) (US),2023-09-04,0.36798561084982917
Boca Raton (Florida) (US),2023-09-05,0.46675546803920764
Boca Raton (Florida) (US),2023-09-06,0.5006632451184668
Boca Raton (Florida) (US),2023-09-07,0.5016001083885872
Boca Raton (Florida) (US),2023-09-08,0.5875513430010766
Boca Raton (Florida) (US),2023-09-09,0.6097995757859916
Boca Raton (Florida) (US),2023-09-10,0.48053141572050984
Boca Raton (Florida) (US),2023-09-11,0.5774618766481507
Boca Raton (Florida) (US),2023-09-12,0.6583350831400602
Boca Raton (Florida) (US),2023-09-13,0.6337823804346633
Boca Raton (Florida) (US),2023-09-14,0.583593277204641
Boca Raton (Florida) (US),2023-09-15,0.5989332569871793
Boca Raton (Florida) (US),2023-09-16,0.6524053138573205
Boca Raton (Florida) (US),2023-09-17,0.465406895896536
Boca Raton (Florida) (US),2023-09-18,0.5468652002278006
Boca Raton (Florida) (US),2023-09-19,0.6405898648488999
Boca Raton (Florida) (US),2023-09-20,0.6399545630231404
Boca Raton (Florida) (US),2023-09-21,0.5817291452321994
Boca Raton (Florida) (US),2023-09-22,0.6595753988967232
Boca Raton (Florida) (US),2023-09-23,0.6782980446766991
Boca Raton (Florida) (US),2023-09-24,0.49763119838540365
Boca Raton (Florida) (US),2023-09-25,0.5507131888929355
Boca Raton (Florida) (US),2023-09-26,0.5872760165876989
Boca Raton (Florida) (US),2023-09-27,0.578982431374286
Boca Raton (Florida) (US),2023-09-28,0.5588906078754652
Boca Raton (Florida) (US),2023-09-29,0.6534886143941178
Boca Raton (Florida) (US),2023-09-30,0.6647669174801661
Boca Raton (Florida) (US),2023-10-01,0.45930025849492306
Boca Raton (Florida) (US),2023-10-02,0.5130077877972289
Boca Raton (Florida) (US),2023-10-03,0.5723707461375487
Boca Raton (Florida) (US),2023-10-04,0.6281819724386131
Boca Raton (Florida) (US),2023-10-05,0.675468420638422
Boca Raton (Florida) (US),2023-10-06,0.9320947854846312
Boca Raton (Florida) (US),2023-10-07,0.9622313519716501
Boca Raton (Florida) (US),2023-10-08,0.5426022270527087
Boca Raton (Florida) (US),2023-10-09,0.5756398832010855
Boca Raton (Florida) (US),2023-10-10,0.5890900101873503
Boca Raton (Florida) (US),2023-10-11,0.5768705169636418
Boca Raton (Florida) (US),2023-10-12,0.6250877642937118
Boca Raton (Florida) (US),2023-10-13,0.7109394230861528
Boca Raton (Florida) (US),2023-10-14,0.7873334071144672
Boca Raton (Florida) (US),2023-10-15,0.5387413298219007
Boca Raton (Florida) (US),2023-10-16,0.6536441642391078
Boca Raton (Florida) (US),2023-10-17,0.7076965945699772
Boca Raton (Florida) (US),2023-10-18,0.6905198900651436
Boca Raton (Florida) (US),2023-10-19,0.6421294888362875
Boca Raton (Florida) (US),2023-10-20,0.6958009317201722
Boca Raton (Florida) (US),2023-10-21,0.752872040505257
Boca Raton (Florida) (US),2023-10-22,0.5411241394366919
Boca Raton (Florida) (US),2023-10-23,0.6773371442960282
Boca Raton (Florida) (US),2023-10-24,0.7412831385997082
Boca Raton (Florida) (US),2023-10-25,0.7465926899084012
Boca Raton (Florida) (US),2023-10-26,0.6924990124594227
Boca Raton (Florida) (US),2023-10-27,0.7766941002442073
Boca Raton (Florida) (US),2023-10-28,0.7379053283788247
Boca Raton (Florida) (US),2023-10-29,0.505947804281806
Boca Raton (Florida) (US),2023-10-30,0.5374000452083335
Boca Raton (Florida) (US),2023-10-31,0.5775464135392367
Boca Raton (Florida) (US),2023-11-01,0.6778333577921489
Boca Raton (Florida) (US),2023-11-02,0.7022263241439171
Boca Raton (Florida) (US),2023-11-03,0.7604343002305405
Boca Raton (Florida) (US),2023-11-04,0.7905893259094745
Boca Raton (Florida) (US),2023-11-05,0.6014499319115097
Boca Raton (Florida) (US),2023-11-06,0.7008690243524209
Boca Raton (Florida) (US),2023-11-07,0.8049846607963329
Boca Raton (Florida) (US),2023-11-08,0.8250445813227729
Boca Raton (Florida) (US),2023-11-09,0.7583341147900684
Boca Raton (Florida) (US),2023-11-10,0.8392001818548589
Boca Raton (Florida) (US),2023-11-11,0.8660180087199361
Boca Raton (Florida) (US),2023-11-12,0.5959528331274684
Boca Raton (Florida) (US),2023-11-13,0.6944190521972694
Boca Raton (Florida) (US),2023-11-14,0.7508990024892291
Boca Raton (Florida) (US),2023-11-15,0.7436686006892957
Boca Raton (Florida) (US),2023-11-16,0.7156510749074385
Boca Raton (Florida) (US),2023-11-17,0.8062049276309557
Boca Raton (Florida) (US),2023-11-18,0.7240232899962129
Boca Raton (Florida) (US),2023-11-19,0.5133512577361731
Boca Raton (Florida) (US),2023-11-20,0.5030827652518677
Boca Raton (Florida) (US),2023-11-21,0.5354058151429515
Boca Raton (Florida) (US),2023-11-22,0.6205638374986451
Boca Raton (Florida) (US),2023-11-23,0.7538118045610438
Boca Raton (Florida) (US),2023-11-24,0.7570384799451823
Boca Raton (Florida) (US),2023-11-25,0.6485869762207077
Boca Raton (Florida) (US),2023-11-26,0.4908839111156783
Boca Raton (Florida) (US),2023-11-27,0.703524658902676
Boca Raton (Florida) (US),2023-11-28,0.7484815614448732
Boca Raton (Florida) (US),2023-11-29,0.721323945165261
Boca Raton (Florida) (US),2023-11-30,0.6705215636822403
Boca Raton (Florida) (US),2023-12-01,0.7207777071665881
Boca Raton (Florida) (US),2023-12-02,0.789343385438066
Boca Raton (Florida) (US),2023-12-03,0.6521379924905795
Boca Raton (Florida) (US),2023-12-04,0.790368386778585
Boca Raton (Florida) (US),2023-12-05,0.8731784887851308
Boca Raton (Florida) (US),2023-12-06,0.81866671949105
Boca Raton (Florida) (US),2023-12-07,0.7626583099985476
Boca Raton (Florida) (US),2023-12-08,0.8620284364564273
Boca Raton (Florida) (US),2023-12-09,0.8365308923143843
Boca Raton (Florida) (US),2023-12-10,0.6306517582416744
Boca Raton (Florida) (US),2023-12-11,0.7354841076207264
Boca Raton (Florida) (US),2023-12-12,0.794387724661803
Boca Raton (Florida) (US),2023-12-13,0.8038233774742232
Boca Raton (Florida) (US),2023-12-14,0.7365947207388103
Boca Raton (Florida) (US),2023-12-15,0.7534234540085152
Boca Raton (Florida) (US),2023-12-16,0.8124330041007934
Boca Raton (Florida) (US),2023-12-17,0.5812574670956167
Boca Raton (Florida) (US),2023-12-18,0.58876727958351
Boca Raton (Florida) (US),2023-12-19,0.6155868768093857
Boca Raton (Florida) (US),2023-12-20,0.6225630918105021
Boca Raton (Florida) (US),2023-12-21,0.7492474980785961
Boca Raton (Florida) (US),2023-12-22,0.5607137242005619
Boca Raton (Florida) (US),2023-12-23,0.6244964747328356
Boca Raton (Florida) (US),2023-12-24,0.6764025846513738
Boca Raton (Florida) (US),2023-12-25,0.6833283333798809
Boca Raton (Florida) (US),2023-12-26,0.7195687391424088
Boca Raton (Florida) (US),2023-12-27,0.7916205618699189
Boca Raton (Florida) (US),2023-12-28,0.8560170698423898
Boca Raton (Florida) (US),2023-12-29,0.8822095771814724
Boca Raton (Florida) (US),2023-12-30,0.834158161458858
Boca Raton (Florida) (US),2023-12-31,0.8491053755852715
Boca Raton (Florida) (US),2024-01-01,0.5429683387834492
Boca Raton (Florida) (US),2024-01-02,0.5622240818868861
Boca Raton (Florida) (US),2024-01-03,0.6289191427304021
Boca Raton (Florida) (US),2024-01-04,0.6660216570398452
Boca Raton (Florida) (US),2024-01-05,0.6822410018147376
Boca Raton (Florida) (US),2024-01-06,0.696743769711911
Boca Raton (Florida) (US),2024-01-07,0.6079247020908602
Boca Raton (Florida) (US),2024-01-08,0.6680737161222469
Boca Raton (Florida) (US),2024-01-09,0.7396486558064834
Boca Raton (Florida) (US),2024-01-10,0.6988543819218012
Boca Raton (Florida) (US),2024-01-11,0.7635103497234936
Boca Raton (Florida) (US),2024-01-12,0.7523676690026665
Boca Raton (Florida) (US),2024-01-13,0.8537359808170016
Boca Raton (Florida) (US),2024-01-14,0.723574615221518
Boca Raton (Florida) (US),2024-01-15,0.6352292175766513
Boca Raton (Florida) (US),2024-01-16,0.7290269499226018
Boca Raton (Florida) (US),2024-01-17,0.7449556294725729
Boca Raton (Florida) (US),2024-01-18,0.7357930807157297
Boca Raton (Florida) (US),2024-01-19,0.731575513542005
Boca Raton (Florida) (US),2024-01-20,0.7380622083934295
Boca Raton (Florida) (US),2024-01-21,0.5792558557711918
Boca Raton (Florida) (US),2024-01-22,0.6851515536213755
Boca Raton (Florida) (US),2024-01-23,0.7886490496348912
Boca Raton (Florida) (US),2024-01-24,0.8388264185032388
Boca Raton (Florida) (US),2024-01-25,0.7821985681745318
Boca Raton (Florida) (US),2024-01-26,0.8731208487549913
Boca Raton (Florida) (US),2024-01-27,0.9006175159415144
Boca Raton (Florida) (US),2024-01-28,0.6187467508751877
Boca Raton (Florida) (US),2024-01-29,0.7364299892199764
Boca Raton (Florida) (US),2024-01-30,0.7827461901024237
Boca Raton (Florida) (US),2024-01-31,0.8527481836049909
Boca Raton (Florida) (US),2024-02-01,0.7693310793178124
Boca Raton (Florida) (US),2024-02-02,0.7598466550474844
Boca Raton (Florida) (US),2024-02-03,0.822083576816263
Boca Raton (Florida) (US),2024-02-04,0.6596487195667433
Boca Raton (Florida) (US),2024-02-05,0.777126111632203
Boca Raton (Florida) (US),2024-02-06,0.8516330717235142
Boca Raton (Florida) (US),2024-02-07,0.9129731734957903
Boca Raton (Florida) (US),2024-02-08,0.8656315386451964
Boca Raton (Florida) (US),2024-02-09,0.8470527724893742
Boca Raton (Florida) (US),2024-02-10,0.8310688962365577
Boca Raton (Florida) (US),2024-02-11,0.6879517984735518
Boca Raton (Florida) (US),2024-02-12,0.8238522822251201
Boca Raton (Florida) (US),2024-02-13,0.8718974515458755
Boca Raton (Florida) (US),2024-02-14,0.9197659095155158
Boca Raton (Florida) (US),2024-02-15,0.9433915889031402
Boca Raton (Florida) (US),2024-02-16,0.9666371863308013
Boca Raton (Florida) (US),2024-02-17,0.9818151909734696
Boca Raton (Florida) (US),2024-02-18,0.8816559758756273
Boca Raton (Florida) (US),2024-02-19,0.9177944828653969
Boca Raton (Florida) (US),2024-02-20,0.9609911357898729
Boca Raton (Florida) (US),2024-02-21,0.9708289684052579
Boca Raton (Florida) (US),2024-02-22,0.959059318629946
Boca Raton (Florida) (US),2024-02-23,0.9378172833525844
Boca Raton (Florida) (US),2024-02-24,0.9532703717779049
Boca Raton (Florida) (US),2024-02-25,0.738298222296323
Boca Raton (Florida) (US),2024-02-26,0.8209273776663633
Boca Raton (Florida) (US),2024-02-27,0.9410460971900272
Boca Raton (Florida) (US),2024-02-28,0.9507657864136547
Boca Raton (Florida) (US),2024-02-29,0.8797813544069402
Boca Raton (Florida) (US),2024-03-01,0.9224071020405967
Boca Raton (Florida) (US),2024-03-02,0.9197495631916165
Boca Raton (Florida) (US),2024-03-03,0.7060466522964336
Boca Raton (Florida) (US),2024-03-04,0.8189107364280988
Boca Raton (Florida) (US),2024-03-05,0.9078336027714866
Boca Raton (Florida) (US),2024-03-06,0.9017645950370237
Boca Raton (Florida) (US),2024-03-07,0.8728887938972132
Boca Raton (Florida) (US),2024-03-08,0.8458269537351312
Boca Raton (Florida) (US),2024-03-09,0.9003659505652922
Boca Raton (Florida) (US),2024-03-10,0.7715637952522442
Boca Raton (Florida) (US),2024-03-11,0.8513421826480352
Boca Raton (Florida) (US),2024-03-12,0.9137744205082752
Boca Raton (Florida) (US),2024-03-13,0.881870168952328
Boca Raton (Florida) (US),2024-03-14,0.9050886018225042
Boca Raton (Florida) (US),2024-03-15,0.9448054387989558
Boca Raton (Florida) (US),2024-03-16,0.9277641008445906
Boca Raton (Florida) (US),2024-03-17,0.7000302351650265
Boca Raton (Florida) (US),2024-03-18,0.7440096365227574
Boca Raton (Florida) (US),2024-03-19,0.8314642684517604
Boca Raton (Florida) (US),2024-03-20,0.9042759639477482
Boca Raton (Florida) (US),2024-03-21,0.9307792948047044
Boca Raton (Florida) (US),2024-03-22,0.9558886488781542
Boca Raton (Florida) (US),2024-03-23,0.9608289366092192
Boca Raton (Florida) (US),2024-03-24,0.7069643096929054
Boca Raton (Florida) (US),2024-03-25,0.7341811200311932
Boca Raton (Florida) (US),2024-03-26,0.801992169330485
Boca Raton (Florida) (US),2024-03-27,0.7807188434844979
Boca Raton (Florida) (US),2024-03-28,0.7483157213287852
Boca Raton (Florida) (US),2024-03-29,0.7852125603944821
Boca Raton (Florida) (US),2024-03-30,0.7988385262904593
Boca Raton (Florida) (US),2024-03-31,0.5870664089891018
Boca Raton (Florida) (US),2024-04-01,0.7352513753351405
Boca Raton (Florida) (US),2024-04-02,0.8304100002952409
Boca Raton (Florida) (US),2024-04-03,0.8623236470061019
Boca Raton (Florida) (US),2024-04-04,0.8387175486302231
Boca Raton (Florida) (US),2024-04-05,0.9289775529834373
Boca Raton (Florida) (US),2024-04-06,0.9609312729384999
Boca Raton (Florida) (US),2024-04-07,0.6057311814299831
Boca Raton (Florida) (US),2024-04-08,0.6750022852946546
Boca Raton (Florida) (US),2024-04-09,0.7069992745414999
Boca Raton (Florida) (US),2024-04-10,0.7218046880199996
